STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/28/2009,1.47,,73,63
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/29/2009,0.06,,74,67
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/30/2009,0,,81,67
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8/31/2009,0,,75,60
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/1/2009,0,,75,57
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/2/2009,0,,75,57
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/3/2009,0,,79,58
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/4/2009,0,,85,60
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/5/2009,0,,86,69
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/6/2009,0,,76,64
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/7/2009,0,,74,59
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/8/2009,0,,75,62
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/9/2009,0,,78,63
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/10/2009,0,,72,61
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/11/2009,0.94,,67,59
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/12/2009,0.11,,69,64
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/13/2009,0,,82,65
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/14/2009,0,,79,62
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/15/2009,0,,82,64
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/16/2009,0.08,,69,62
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/17/2009,0.01,,67,54
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/18/2009,0,,76,54
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/19/2009,0,,71,54
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/20/2009,0,,72,50
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/21/2009,0,,72,55
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/22/2009,0,,73,63
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/23/2009,0,,78,67
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/24/2009,0.03,,85,65
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/25/2009,0,,71,56
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/26/2009,0.07,,64,54
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/27/2009,1.41,,69,61
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/28/2009,0.51,,72,60
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/29/2009,0,,70,57
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9/30/2009,0,,62,50
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/1/2009,0,,59,49
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/2/2009,0,,66,43
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/3/2009,1.8,,69,62
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/4/2009,0,,72,58
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/5/2009,0,,68,54
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/6/2009,0,,67,51
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/7/2009,0.08,,73,58
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/8/2009,0,,67,54
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/9/2009,0,,72,58
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/10/2009,0,,69,51
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/11/2009,0,,65,45
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/12/2009,0,,53,43
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/13/2009,0,,66,46
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/14/2009,0,,54,41
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/15/2009,0.66,,49,43
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/16/2009,0.01,,47,40
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/17/2009,0.01,,53,45
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/18/2009,0.33,,49,41
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/19/2009,0,,58,39
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/20/2009,0,,66,43
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/21/2009,0,,68,48
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/22/2009,0,,71,51
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/23/2009,0.15,,60,52
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/24/2009,1.13,,66,56
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/25/2009,0,,64,51
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/26/2009,0,,60,45
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/27/2009,0.47,,57,45
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/28/2009,1.16,,59,51
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/29/2009,0,,59,49
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/30/2009,0,,59,47
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10/31/2009,0.07,,70,58
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/1/2009,0.01,,59,49
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/2/2009,0,,57,45
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/3/2009,0,,62,42
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/4/2009,0,,52,41
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/5/2009,0,,53,43
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/6/2009,0,,51,38
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/7/2009,0,,52,33
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/8/2009,0,,65,45
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/9/2009,0,,64,42
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/10/2009,0,,66,50
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/11/2009,0,,57,49
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/12/2009,0.09,,51,46
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/13/2009,0.08,,54,48
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/14/2009,0.3,,62,53
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/15/2009,0.02,,67,52
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/16/2009,0,,60,49
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/17/2009,0,,56,42
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/18/2009,0,,56,40
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/19/2009,0.05,,61,45
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/20/2009,0.67,,61,49
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/21/2009,0,,58,44
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/22/2009,0,,56,44
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/23/2009,0,,52,44
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/24/2009,0,,58,48
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/25/2009,0.02,,51,49
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/26/2009,0,,59,50
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/27/2009,0,,52,44
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/28/2009,0,,53,43
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/29/2009,0,,55,39
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11/30/2009,0.17,,55,41
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/1/2009,0,,48,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/2/2009,0.33,,57,35
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/3/2009,0.59,,66,50
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/4/2009,0,,53,44
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/5/2009,0.73,,47,34
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/6/2009,0,,40,33
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/7/2009,0,,41,31
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/8/2009,0,,46,35
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/9/2009,1.51,,57,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/10/2009,0,,48,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/11/2009,0,,31,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/12/2009,0,,38,27
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/13/2009,0.82,,52,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/14/2009,0,,47,39
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/15/2009,0,,53,42
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/16/2009,0,,43,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/17/2009,0,,32,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/18/2009,0,,31,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/19/2009,0.65,,29,22
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/20/2009,0.32,,33,22
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/21/2009,0,,36,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/22/2009,0,,36,24
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/23/2009,0,,30,20
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/24/2009,0,,38,22
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/25/2009,0.23,,40,34
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/26/2009,0.64,,52,37
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/27/2009,0.17,,54,35
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/28/2009,0,,44,30
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/29/2009,0,,31,16
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/30/2009,0,,32,18
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",12/31/2009,0.26,,35,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/1/2010,0.04,,41,32
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/2/2010,0,,33,17
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/3/2010,0,,24,18
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/4/2010,0,,32,20
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/5/2010,0,,32,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/6/2010,0,,36,26
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/7/2010,0,,40,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/8/2010,0.03,,33,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/9/2010,0,,32,19
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/10/2010,0,,30,14
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/11/2010,0,,32,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/12/2010,0,,37,24
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/13/2010,0,,36,24
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/14/2010,0,,39,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/15/2010,0,,50,27
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/16/2010,0,,49,33
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/17/2010,0.64,,42,31
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/18/2010,0.02,,50,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/19/2010,0,,46,33
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/20/2010,0,,44,33
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/21/2010,0,,43,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/22/2010,0,,45,32
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/23/2010,0,,42,26
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/24/2010,0,,49,27
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/25/2010,0.85,,53,45
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/26/2010,0.01,,47,35
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/27/2010,0,,42,30
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/28/2010,0.08,,43,20
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/29/2010,0,,25,16
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/30/2010,0,,20,14
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1/31/2010,0,,30,15
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/1/2010,0,,37,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/2/2010,0,,33,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/3/2010,0.03,,40,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/4/2010,0,,38,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/5/2010,0,,37,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/6/2010,0.11,,33,21
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/7/2010,0,,35,16
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/8/2010,0,,39,23
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/9/2010,0.02,,40,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/10/2010,1.24,,33,30
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/11/2010,0,,37,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/12/2010,0,,36,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/13/2010,0,,32,24
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/14/2010,0,,39,27
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/15/2010,0.08,,37,27
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/16/2010,0.4,,34,30
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/17/2010,0,,34,26
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/18/2010,0,,40,31
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/19/2010,0,,43,35
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/20/2010,0,,45,35
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/21/2010,0,,47,33
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/22/2010,0.04,,44,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/23/2010,1.17,,39,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/24/2010,0.49,,42,38
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/25/2010,1.59,,38,28
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/26/2010,0.85,,34,25
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/27/2010,0,,37,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2/28/2010,0,,40,30
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/1/2010,0,,49,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/2/2010,0,,47,34
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/3/2010,0.03,,41,34
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/4/2010,0,,49,36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/5/2010,0,,49,34
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/6/2010,0,,55,31
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/7/2010,0,,59,35
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/8/2010,0,,63,39
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/9/2010,0,,62,40
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/10/2010,0,,54,37
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/11/2010,0,,53,43
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/12/2010,0.5,,48,42
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/13/2010,1.74,,52,40
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/14/2010,0.37,,50,42
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/15/2010,0.27,,45,42
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/16/2010,0,,63,41
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/17/2010,0,,63,37
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/18/2010,0,,66,40
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/19/2010,0,,69,42
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/20/2010,0,,70,45
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/21/2010,0,,58,45
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/22/2010,1.03,,57,48
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/23/2010,0.1,,51,45
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/24/2010,0,,62,43
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/25/2010,0.01,,54,41
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/26/2010,0.05,,55,34
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/27/2010,0,,40,29
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/28/2010,0.14,,48,35
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/29/2010,2.08,,52,47
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/30/2010,2.29,,52,43
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3/31/2010,0.01,,59,44
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/1/2010,0,,63,45
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/2/2010,0,,61,42
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/3/2010,0,,51,44
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/4/2010,0,,73,47
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/5/2010,0,,68,52
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/6/2010,0,,73,51
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/7/2010,0,,87,52
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/8/2010,0,,69,53
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/9/2010,0.41,,62,46
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/10/2010,0,,62,42
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/11/2010,0,,73,46
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/12/2010,0,,67,46
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/13/2010,0,,55,45
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/14/2010,0,,65,43
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/15/2010,0,,73,49
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/16/2010,0.44,,52,46
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/17/2010,0.01,,55,46
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/18/2010,0,,58,44
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/19/2010,0,,63,47
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/20/2010,0,,67,48
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/21/2010,0.06,,64,47
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/22/2010,0.09,,66,50
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/23/2010,0,,69,44
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/24/2010,0,,63,48
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/25/2010,1.55,,52,46
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/26/2010,0.78,,53,49
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/27/2010,0.04,,60,42
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/28/2010,0,,57,40
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/29/2010,0,,71,47
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4/30/2010,0,,74,50
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/1/2010,0,,80,54
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/2/2010,0,,75,58
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/3/2010,0.67,,80,61
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/4/2010,0.01,,81,58
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/5/2010,0,,75,54
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/6/2010,0,,80,54
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/7/2010,0,,68,53
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/8/2010,0,,78,51
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/9/2010,0,,56,45
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/10/2010,0,,62,42
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/11/2010,0.02,,57,43
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/12/2010,0.32,,49,45
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/13/2010,0,,63,43
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/14/2010,0,,77,52
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/15/2010,0,,75,60
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/16/2010,0,,74,55
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/17/2010,0,,75,52
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/18/2010,0.9,,59,51
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/19/2010,0,,67,51
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/20/2010,0,,72,55
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/21/2010,0,,85,58
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/22/2010,0,,70,58
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/23/2010,0,,73,63
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/24/2010,0.05,,73,60
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/25/2010,0,,74,57
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/26/2010,0,,91,61
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/27/2010,0.01,,84,56
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/28/2010,0,,68,56
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/29/2010,0,,70,59
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/30/2010,0,,88,65
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5/31/2010,0,,84,66
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/1/2010,0.04,,87,65
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/2/2010,0,,81,64
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/3/2010,0,,88,64
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/4/2010,0,,88,70
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/5/2010,0,,90,70
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/6/2010,0,,89,62
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/7/2010,0,,79,58
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/8/2010,0,,76,59
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/9/2010,0.99,,68,53
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/10/2010,0.02,,75,58
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/11/2010,0,,71,58
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/12/2010,0,,74,61
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/13/2010,0.03,,80,66
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/14/2010,0.02,,74,65
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/15/2010,0,,79,62
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/16/2010,0,,74,60
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/17/2010,0.08,,78,66
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/18/2010,0,,83,62
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/19/2010,0,,77,61
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/20/2010,0,,91,68
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/21/2010,0,,91,74
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/22/2010,0.18,,84,71
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/23/2010,0,,94,71
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/24/2010,0,,97,76
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/25/2010,0,,85,71
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/26/2010,0,,91,69
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/27/2010,0,,87,72
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/28/2010,0,,98,76
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/29/2010,0,,93,71
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",6/30/2010,0,,81,64
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/1/2010,0,,81,64
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/2/2010,0,,83,62
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/3/2010,0,,87,66
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/4/2010,0,,101,69
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/5/2010,0,,97,71
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7/6/2010,0,,101,75
